hid_pes,puid_pes,forename_pes,middlenm_pes,last_name_pes,names_pes,province_pes,district_pes,sector_pes,cellule_pes,village_pes,month_pes,year_pes,age_pes,HoH_pes,marstat_pes,marstatdesc_pes,relationship_pes,sex_pes,telephone_pes,lat_pes,long_pes,full_loc_pes,EAid_pes,DSid_pes,dob_pes
66,PES_IWO880209190,JOHNSON,nan,MUSINGUZI,JOHNSON  MUSINGUZI,WEST,KARONGI,GASHARI,RUGOBAGOBA,KIBINGO,nan,1981.0,41.0,IZERE MUGABE,4.0,DIVORCED,nan,M,3931816407.0,-2.145639366,29.52241489,RWANDA KARONGI GASHARI RUGOBAGOBA KIBINGO,RUGOBAGOBAKIBINGO,KARONGIGASHARI,nan/1981.0
66,PES_IX5120193203,UWINEZA,nan,MANZI,UWINEZA  MANZI,WEST,KARONGI,GASHARI,RUGOBAGOBA,KIBINGO,8.0,1957.0,68.0,IZERE MUGABE,4.0,DIVORCED,5.0,F,3931816407.0,-2.145639366,29.52241489,RWANDA KARONGI GASHARI RUGOBAGOBA KIBINGO,RUGOBAGOBAKIBINGO,KARONGIGASHARI,8.0/1957.0
67,PES_IXG461746605,CHRISTINE,nan,BAHATI,CHRISTINE  BAHATI,EAST,RWAMAGANA,KIGABIRO,NYAGASENYI,RAMBA,6.0,1961.0,61.0,ATFA TUYISENGE,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,11.0,F,3931816407.0,-1.850636821,30.2109386,RWANDA RWAMAGANA KIGABIRO NYAGASENYI RAMBA,NYAGASENYIRAMBA,RWAMAGANAKIGABIRO,6.0/1961.0
67,PES_IYB601574790,CHASILY,nan,SIBO,CHASILY  SIBO,EAST,RWAMAGANA,KIGABIRO,NYAGASENYI,RAMBA,11.0,2003.0,19.0,ATFA TUYISENGE,4.0,DIVORCED,11.0,F,3931816407.0,-1.850636821,30.2109386,RWANDA RWAMAGANA KIGABIRO NYAGASENYI RAMBA,NYAGASENYIRAMBA,RWAMAGANAKIGABIRO,11.0/2003.0
67,PES_IZB269602245,ATFA,nan,TUYISENGE,ATFA  TUYISENGE,EAST,RWAMAGANA,KIGABIRO,NYAGASENYI,RAMBA,2.0,nan,88.0,ATFA TUYISENGE,nan,nan,11.0,F,2253636460.0,-1.850636821,30.2109386,RWANDA RWAMAGANA KIGABIRO NYAGASENYI RAMBA,NYAGASENYIRAMBA,RWAMAGANAKIGABIRO,2.0/nan
67,PES_J0P323659375,nan,LUC,PAULIN, LUC PAULIN,EAST,RWAMAGANA,KIGABIRO,NYAGASENYI,RAMBA,4.0,2005.0,17.0,ATFA TUYISENGE,6.0,NEVER MARRIED,2.0,M,2253636460.0,-1.850636821,30.2109386,RWANDA RWAMAGANA KIGABIRO NYAGASENYI RAMBA,NYAGASENYIRAMBA,RWAMAGANAKIGABIRO,4.0/2005.0
68,PES_J4G020992946,EULADE,nan,HATEGEKIMANA,EULADE  HATEGEKIMANA,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,9.0,1990.0,32.0,EULADE HATEGEKIMANA,6.0,NEVER MARRIED,5.0,M,nan,-2.1903831080000002,29.90240202,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,9.0/1990.0
68,PES_J6H192902277,PETER,JOY,MUTAMBA,PETER JOY MUTAMBA,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,5.0,nan,8.0,EULADE HATEGEKIMANA,6.0,NEVER MARRIED,7.0,M,nan,-2.1903831080000002,29.90240202,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,5.0/nan
69,PES_JDX712012988,IRADUKUNDA,nan,RUTAYISIRE,IRADUKUNDA  RUTAYISIRE,NORTH,BURERA,CYANIKA,KAMANYANA,GASIZA,7.0,2003.0,19.0,RODGERS NDUWAYO,nan,nan,11.0,M,8348092043.0,-1.3450989469999999,29.72772903,RWANDA BURERA CYANIKA KAMANYANA GASIZA,KAMANYANAGASIZA,BURERACYANIKA,7.0/2003.0
69,PES_JFX131422614,FIKE,nan,BOSCO,FIKE  BOSCO,SOUTH,GISAGARA,MAMBA,RAMBA,RWIMVUBU,6.0,1962.0,60.0,RODGERS NDUWAYO,6.0,NEVER MARRIED,9.0,F,8348092043.0,-1.869192959,29.54016512,RWANDA GISAGARA MAMBA RAMBA RWIMVUBU,RAMBARWIMVUBU,GISAGARAMAMBA,6.0/1962.0
69,PES_JGF367171459,RODGERS,nan,NDUWAYO,RODGERS  NDUWAYO,SOUTH,GISAGARA,MAMBA,RAMBA,RWIMVUBU,3.0,1989.0,61.0,RODGERS NDUWAYO,6.0,NEVER MARRIED,1.0,M,8348092043.0,-1.869192959,29.54016512,RWANDA GISAGARA MAMBA RAMBA RWIMVUBU,RAMBARWIMVUBU,GISAGARAMAMBA,3.0/1989.0
70,PES_JGO280587711,BRENDA,nan,NIYONZIMA,BRENDA  NIYONZIMA,EAST,NYAGATARE,KATABAGEMU,BAYIGABURIRE,BYIMANA,12.0,1948.0,74.0,ELISE KAYUMBA,3.0,LIVE IN A POLYGAMOUS UNION,1.0,F,4114865779.0,-1.483933212,30.30246892,RWANDA NYAGATARE KATABAGEMU BAYIGABURIRE BYIMANA,BAYIGABURIREBYIMANA,NYAGATAREKATABAGEMU,12.0/1948.0
70,PES_JHM010708662,ELISE,nan,KAYUMBA,ELISE  KAYUMBA,EAST,NYAGATARE,KATABAGEMU,BAYIGABURIRE,BYIMANA,2.0,1995.0,86.0,ELISE KAYUMBA,7.0,WIDOWED,4.0,M,4114865779.0,-1.483933212,30.30246892,RWANDA NYAGATARE KATABAGEMU BAYIGABURIRE BYIMANA,BAYIGABURIREBYIMANA,NYAGATAREKATABAGEMU,2.0/1995.0
70,PES_JIV434857017,REHEMA,nan,NDAYISABA,REHEMA  NDAYISABA,EAST,NYAGATARE,KATABAGEMU,BAYIGABURIRE,BYIMANA,nan,nan,33.0,ELISE KAYUMBA,5.0,SEPARATED,1.0,M,4114865779.0,-1.483933212,30.30246892,RWANDA NYAGATARE KATABAGEMU BAYIGABURIRE BYIMANA,BAYIGABURIREBYIMANA,NYAGATAREKATABAGEMU,nan/nan
71,PES_JIZ886917536,DIDI,nan,NDAGIJIMANA,DIDI  NDAGIJIMANA,NORTH,BURERA,CYANIKA,GISOVU,GISOVU,10.0,1953.0,18.0,MICHELLE TUYISHIME,7.0,WIDOWED,5.0,F,9053793025.0,-2.25033102,29.3387318,RWANDA BURERA CYANIKA GISOVU GISOVU,GISOVUGISOVU,BURERACYANIKA,10.0/1953.0
71,PES_JJW360082331,MICHELLE,nan,nan,MICHELLE  ,NORTH,BURERA,CYANIKA,GISOVU,GISOVU,nan,nan,nan,MICHELLE TUYISHIME,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,10.0,F,9053793025.0,-2.25033102,29.3387318,RWANDA BURERA CYANIKA GISOVU GISOVU,GISOVUGISOVU,BURERACYANIKA,nan/nan
72,PES_JM4821886805,KAMPIRE,nan,TUSHABE,KAMPIRE  TUSHABE,SOUTH,MUHANGA,KIBANGU,GISHARU,KIREHE,nan,2004.0,21.0,BLAISE NORBERT UWIMBABAZI,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,6.0,F,nan,-1.895304981,29.68630457,RWANDA MUHANGA KIBANGU GISHARU KIREHE,GISHARUKIREHE,MUHANGAKIBANGU,nan/2004.0
72,PES_JPO658620972,BLAISE,NORBERT,UWIMBABAZI,BLAISE NORBERT UWIMBABAZI,SOUTH,MUHANGA,KIBANGU,GISHARU,KIREHE,7.0,1953.0,69.0,BLAISE NORBERT UWIMBABAZI,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,7.0,M,nan,-1.895304981,29.68630457,RWANDA MUHANGA KIBANGU GISHARU KIREHE,GISHARUKIREHE,MUHANGAKIBANGU,7.0/1953.0
72,PES_JS4658817586,nan,IZERE,NZITONDA, IZERE NZITONDA,SOUTH,MUHANGA,KIBANGU,GISHARU,KIREHE,2.0,1994.0,31.0,BLAISE NORBERT UWIMBABAZI,3.0,LIVE IN A POLYGAMOUS UNION,8.0,M,nan,-1.895304981,29.68630457,RWANDA MUHANGA KIBANGU GISHARU KIREHE,GISHARUKIREHE,MUHANGAKIBANGU,2.0/1994.0
73,PES_JTT962657046,DOEIA,nan,BYUKUSENGE,DOEIA  BYUKUSENGE,KIGALI,KICUKIRO,KAGARAMA,RUKATSA,INSHUTI,8.0,1966.0,56.0,PHILEMON JACQUELINE,nan,nan,12.0,F,1159113828.0,-1.9929018580000002,30.10076202,RWANDA KICUKIRO KAGARAMA RUKATSA INSHUTI,RUKATSAINSHUTI,KICUKIROKAGARAMA,8.0/1966.0
73,PES_JUH259934355,PHILEMON,nan,JACQUELINE,PHILEMON  JACQUELINE,KIGALI,KICUKIRO,KAGARAMA,RUKATSA,INSHUTI,nan,nan,92.0,PHILEMON JACQUELINE,7.0,WIDOWED,5.0,M,1159113828.0,-1.9929018580000002,30.10076202,RWANDA KICUKIRO KAGARAMA RUKATSA INSHUTI,RUKATSAINSHUTI,KICUKIROKAGARAMA,nan/nan
74,PES_JXI728588434,ELISE,nan,BYIRFAINGIRO,ELISE  BYIRFAINGIRO,EAST,KIREHE,KIGARAMA,CYANYA,NYARUTOVU,3.0,1955.0,67.0,ELISE BYIRINGIRO,7.0,WIDOWED,nan,F,5888939048.0,-1.649137641,29.77805609,RWANDA KIREHE KIGARAMA CYANYA NYARUTOVU,CYANYANYARUTOVU,KIREHEKIGARAMA,3.0/1955.0
74,PES_K2H320227370,ZACHARIE,nan,MUSONI,ZACHARIE  MUSONI,EAST,KIREHE,KIGARAMA,CYANYA,NYARUTOVU,2.0,1982.0,40.0,ELISE BYIRINGIRO,4.0,DIVORCED,8.0,M,5888939048.0,-1.649137641,29.77805609,RWANDA KIREHE KIGARAMA CYANYA NYARUTOVU,CYANYANYARUTOVU,KIREHEKIGARAMA,2.0/1982.0
74,PES_K5C187864918,SCOTT,nan,BUKURU,SCOTT  BUKURU,EAST,KIREHE,KIGARAMA,CYANYA,NYARUTOVU,5.0,nan,22.0,ELISE BYIRINGIRO,3.0,LIVE IN A POLYGAMOUS UNION,1.0,M,5888939048.0,-1.649137641,29.77805609,RWANDA KIREHE KIGARAMA CYANYA NYARUTOVU,CYANYANYARUTOVU,KIREHEKIGARAMA,5.0/nan
74,PES_K5K033123975,JEAN,SAUVEUR,TUMWINE,JEAN SAUVEUR TUMWINE,EAST,KIREHE,KIGARAMA,CYANYA,NYARUTOVU,9.0,1967.0,41.0,ELISE BYIRINGIRO,4.0,DIVORCED,6.0,M,5888939048.0,-1.649137641,29.77805609,RWANDA KIREHE KIGARAMA CYANYA NYARUTOVU,CYANYANYARUTOVU,KIREHEKIGARAMA,9.0/1967.0
74,PES_KBT282488899,CLAUDE,nan,JANE,CLAUDE  JANE,EAST,KIREHE,KIGARAMA,CYANYA,NYARUTOVU,nan,1974.0,51.0,ELISE BYIRINGIRO,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,1.0,M,5888939048.0,-1.649137641,29.77805609,RWANDA KIREHE KIGARAMA CYANYA NYARUTOVU,CYANYANYARUTOVU,KIREHEKIGARAMA,nan/1974.0
75,PES_KF2672837580,nan,nan,GASANA,  GASANA,NORTH,GAKENKE,RUSHASHI,RAZI,KIRWA,9.0,2016.0,6.0,AARON HABIYAMBERE,6.0,NEVER MARRIED,6.0,M,9184871405.0,-1.751162713,29.87371195,RWANDA GAKENKE RUSHASHI RAZI KIRWA,RAZIKIRWA,GAKENKERUSHASHI,9.0/2016.0
75,PES_KGD704063597,FRED,nan,CELESTIN,FRED  CELESTIN,NORTH,GAKENKE,RUSHASHI,RAZI,KIRWA,8.0,1926.0,1.0,AARON HABIYAMBERE,6.0,NEVER MARRIED,nan,M,9184871405.0,-1.751162713,29.87371195,RWANDA GAKENKE RUSHASHI RAZI KIRWA,RAZIKIRWA,GAKENKERUSHASHI,8.0/1926.0
75,PES_KGH692701556,AARON,nan,HABIYAMBERE,AARON  HABIYAMBERE,NORTH,GAKENKE,RUSHASHI,RAZI,KIRWA,11.0,1976.0,46.0,AARON HABIYAMBERE,7.0,WIDOWED,8.0,M,9184871405.0,-1.751162713,29.87364577,RWANDA GAKENKE RUSHASHI RAZI KIRWA,RAZIKIRWA,GAKENKERUSHASHI,11.0/1976.0
75,PES_KIX193088081,MIMI,UWU,UWIMBABAZI,MIMI UWU UWIMBABAZI,NORTH,GAKENKE,RUSHASHI,RAZI,KIRWA,7.0,1958.0,27.0,AARON HABIYAMBERE,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,7.0,F,9184871405.0,-1.751162713,29.87364577,RWANDA GAKENKE RUSHASHI RAZI KIRWA,RAZIKIRWA,GAKENKERUSHASHI,7.0/1958.0
76,PES_KNS762303726,FELIX,RUTAGAND,KAYITARE,FELIX RUTAGAND KAYITARE,WEST,NYABIHU,JOMBA,GASIZA,ISANGANO,11.0,nan,41.0,MABEL UMUGWANEZA,7.0,WIDOWED,9.0,M,nan,-1.3854619959999999,30.23064135,RWANDA NYABIHU JOMBA GASIZA ISANGANO,GASIZAISANGANO,NYABIHUJOMBA,11.0/nan
76,PES_KOL001395611,MABEL,nan,UMUGWANEZA,MABEL  UMUGWANEZA,WEST,NYABIHU,JOMBA,GASIZA,ISANGANO,10.0,1936.0,86.0,MABEL UMUGWANEZA,5.0,SEPARATED,10.0,F,nan,-1.3854619959999999,30.23064135,RWANDA NYABIHU JOMBA GASIZA ISANGANO,GASIZAISANGANO,NYABIHUJOMBA,10.0/1936.0
77,PES_KQV952312039,MUZIRANENGE,nan,TUYISHIME,MUZIRANENGE  TUYISHIME,EAST,BUGESERA,KAMABUYE,KAMPEKA,MASANGANO,nan,1962.0,60.0,AIME NGARAMBE,nan,nan,5.0,F,1276488515.0,-2.369777425,30.12599428,RWANDA BUGESERA KAMABUYE KAMPEKA MASANGANO,KAMPEKAMASANGANO,BUGESERAKAMABUYE,nan/1962.0
77,PES_KRI322430617,MUHIRE,nan,EUGENE,MUHIRE  EUGENE,EAST,BUGESERA,KAMABUYE,KAMPEKA,MASANGANO,5.0,2006.0,16.0,AIME NGARAMBE,6.0,NEVER MARRIED,7.0,M,1276488515.0,-2.369777425,30.12599428,RWANDA BUGESERA KAMABUYE KAMPEKA MASANGANO,KAMPEKAMASANGANO,BUGESERAKAMABUYE,5.0/2006.0
77,PES_KSX669993360,AIME,nan,NGARAMBE,AIME  NGARAMBE,EAST,BUGESERA,KAMABUYE,KAMPEKA,MASANGANO,3.0,1954.0,68.0,AIME NGARAMBE,3.0,LIVE IN A POLYGAMOUS UNION,10.0,F,1276488515.0,-2.369777425,30.12599428,RWANDA BUGESERA KAMABUYE KAMPEKA MASANGANO,KAMPEKAMASANGANO,BUGESERAKAMABUYE,3.0/1954.0
78,PES_KTM105832843,NGABO,nan,MUHIRE,NGABO  MUHIRE,NORTH,BURERA,BUTARO,MUHOTORA,GAHUNGE,6.0,1924.0,99.0,NGABO MUHIRE,4.0,DIVORCED,4.0,M,1793325885.0,-1.4045428780000002,29.84082536,RWANDA BURERA BUTARO MUHOTORA GAHUNGE,MUHOTORAGAHUNGE,BURERABUTARO,6.0/1924.0
78,PES_KVZ405590670,BOGARDE,nan,EDISON,BOGARDE  EDISON,NORTH,BURERA,BUTARO,MUHOTORA,GAHUNGE,7.0,nan,30.0,NGABO MUHIRE,4.0,DIVORCED,13.0,M,1793325885.0,-1.4045428780000002,29.84082536,RWANDA BURERA BUTARO MUHOTORA GAHUNGE,MUHOTORAGAHUNGE,BURERABUTARO,7.0/nan
78,PES_KXL858550721,KELLY,nan,UWITONZE,KELLY  UWITONZE,NORTH,BURERA,BUTARO,MUHOTORA,GAHUNGE,5.0,1930.0,92.0,NGABO MUHIRE,3.0,LIVE IN A POLYGAMOUS UNION,nan,F,1793325885.0,-1.4045428780000002,29.84082536,RWANDA BURERA BUTARO MUHOTORA GAHUNGE,MUHOTORAGAHUNGE,BURERABUTARO,5.0/1930.0
78,PES_KYL603918914,KIDD,nan,FAUSTIN,KIDD  FAUSTIN,NORTH,BURERA,BUTARO,MUHOTORA,GAHUNGE,6.0,1922.0,23.0,NGABO MUHIRE,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,1.0,M,1793325885.0,-1.4045428780000002,29.84082536,RWANDA BURERA BUTARO MUHOTORA GAHUNGE,MUHOTORAGAHUNGE,BURERABUTARO,6.0/1922.0
78,PES_KYO458025324,FIDLE,nan,UITONZE,FIDLE  UITONZE,NORTH,BURERA,BUTARO,MUHOTORA,GAHUNGE,12.0,1989.0,36.0,NGABO MUHIRE,6.0,NEVER MARRIED,6.0,M,1793325885.0,-1.4045428780000002,29.84082536,RWANDA BURERA BUTARO MUHOTORA GAHUNGE,MUHOTORAGAHUNGE,BURERABUTARO,12.0/1989.0
79,PES_KZK499931214,KAMI,nan,HABARUREMA,KAMI  HABARUREMA,EAST,BUGESERA,MAREBA,RANGO,MATINZA,nan,1999.0,26.0,KAMI HABARUREMA,7.0,WIDOWED,13.0,M,8539561328.0,-2.123696236,30.14824845,RWANDA BUGESERA MAREBA RANGO MATINZA,RANGOMATINZA,BUGESERAMAREBA,nan/1999.0
79,PES_KZP823470529,DESIRE,nan,NSENGIMANA,DESIRE  NSENGIMANA,EAST,BUGESERA,MAREBA,RANGO,MATINZA,nan,2002.0,20.0,KAMI HABARUREMA,7.0,WIDOWED,nan,M,8539561328.0,-2.123696236,30.14824845,RWANDA BUGESERA MAREBA RANGO MATINZA,RANGOMATINZA,BUGESERAMAREBA,nan/2002.0
80,PES_L2P264503829,FREDDY,nan,BYIRINGIRO,FREDDY  BYIRINGIRO,SOUTH,KAMONYI,MUSAMBIRA,KIVUMU,NYERENGA,nan,1936.0,86.0,MAZIMPAKA NSHIMIYIMANA,7.0,WIDOWED,12.0,M,8722032047.0,-2.048266854,29.80636391,RWANDA KAMONYI MUSAMBIRA KIVUMU NYERENGA,KIVUMUNYERENGA,KAMONYIMUSAMBIRA,nan/1936.0
80,PES_L5I787303275,INGRID,MARY,UWERA,INGRID MARY UWERA,SOUTH,KAMONYI,MUSAMBIRA,KIVUMU,NYERENGA,nan,2014.0,8.0,MAZIMPAKA NSHIMIYIMANA,nan,nan,4.0,M,8722032047.0,-2.048266854,29.80636391,RWANDA KAMONYI MUSAMBIRA KIVUMU NYERENGA,KIVUMUNYERENGA,KAMONYIMUSAMBIRA,nan/2014.0
80,PES_L7L180141364,WELLARS,nan,MUREKATETE,WELLARS  MUREKATETE,SOUTH,KAMONYI,MUSAMBIRA,KIVUMU,NYERENGA,8.0,nan,85.0,MAZIMPAKA NSHIMIYIMANA,7.0,WIDOWED,12.0,M,8722032047.0,-2.048266854,29.80636391,RWANDA KAMONYI MUSAMBIRA KIVUMU NYERENGA,KIVUMUNYERENGA,KAMONYIMUSAMBIRA,8.0/nan
80,PES_LA3042843485,MAZIMPAKA,nan,NSHIMIYIMANA,MAZIMPAKA  NSHIMIYIMANA,SOUTH,KAMONYI,MUSAMBIRA,KIVUMU,NYERENGA,6.0,1927.0,95.0,MAZIMPAKA NSHIMIYIMANA,3.0,LIVE IN A POLYGAMOUS UNION,10.0,M,8722032047.0,-2.048266854,29.80636391,RWANDA KAMONYI MUSAMBIRA KIVUMU NYERENGA,KIVUMUNYERENGA,KAMONYIMUSAMBIRA,6.0/1927.0
81,PES_LAU559592007,GILBERT,nan,BAGUMA,GILBERT  BAGUMA,WEST,KARONGI,GITESI,KANUNGA,NYAGISOZI,12.0,2012.0,35.0,HILAIRE HONORE,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,3.0,M,9938339474.0,-2.1156822969999998,29.3893979,RWANDA KARONGI GITESI KANUNGA NYAGISOZI,KANUNGANYAGISOZI,KARONGIGITESI,12.0/2012.0
81,PES_LCB341833411,HILAIRE,nan,HONORE,HILAIRE  HONORE,WEST,KARONGI,GITESI,KANUNGA,NYAGISOZI,nan,1943.0,84.0,HILAIRE HONORE,4.0,DIVORCED,8.0,M,9938339474.0,-2.1156822969999998,29.3893979,RWANDA KARONGI GITESI KANUNGA NYAGISOZI,KANUNGANYAGISOZI,KARONGIGITESI,nan/1943.0
81,PES_LIT698458532,SIBOYINTORE,nan,MUNYANEZA,SIBOYINTORE  MUNYANEZA,WEST,KARONGI,GITESI,KANUNGA,NYAGISOZI,3.0,nan,49.0,HILAIRE HONORE,4.0,DIVORCED,nan,M,9938339474.0,-2.1156822969999998,29.3893979,RWANDA KARONGI GITESI KANUNGA NYAGISOZI,KANUNGANYAGISOZI,KARONGIGITESI,3.0/nan
82,PES_LJZ199528360,BABI,nan,UMUTESI,BABI  UMUTESI,NORTH,GICUMBI,RUVUNE,RUHONDO,KIRWA,9.0,nan,45.0,LUKE MBARUSHIMANA,nan,nan,11.0,F,7205425166.0,-1.624545616,30.16842791,RWANDA GICUMBI RUVUNE RUHONDO KIRWA,RUHONDOKIRWA,GICUMBIRUVUNE,9.0/nan
82,PES_LN4096767069,LUKE,nan,MBARUSHIMANA,LUKE  MBARUSHIMANA,NORTH,GICUMBI,RUVUNE,RUHONDO,KIRWA,4.0,2003.0,76.0,LUKE MBARUSHIMANA,3.0,LIVE IN A POLYGAMOUS UNION,5.0,M,7205425166.0,-1.624545616,30.16842791,RWANDA GICUMBI RUVUNE RUHONDO KIRWA,RUHONDOKIRWA,GICUMBIRUVUNE,4.0/2003.0
82,PES_LQA130550953,JADO,nan,SIKUBWABO,JADO  SIKUBWABO,NORTH,GICUMBI,RUVUNE,RUHONDO,KIRWA,10.0,1983.0,39.0,LUKE MBARUSHIMANA,7.0,WIDOWED,6.0,nan,7205425166.0,-1.624545616,30.16842791,RWANDA GICUMBI RUVUNE RUHONDO KIRWA,RUHONDOKIRWA,GICUMBIRUVUNE,10.0/1983.0
82,PES_LSB588111042,nan,JEAN,UMUGWANEZA, JEAN UMUGWANEZA,NORTH,GICUMBI,RUVUNE,RUHONDO,KIRWA,2.0,2021.0,3.0,LUKE MBARUSHIMANA,6.0,NEVER MARRIED,3.0,M,7205425166.0,-1.624545616,30.16842791,RWANDA GICUMBI RUVUNE RUHONDO KIRWA,RUHONDOKIRWA,GICUMBIRUVUNE,2.0/2021.0
82,PES_LTE700133022,ANNET,nan,GATEEETE,ANNET  GATEEETE,NORTH,GICUMBI,RUVUNE,RUHONDO,KIRWA,2.0,1977.0,45.0,LUKE MBARUSHIMANA,6.0,NEVER MARRIED,12.0,F,7205425166.0,-1.624545616,30.16842791,RWANDA GICUMBI RUVUNE RUHONDO KIRWA,RUHONDOKIRWA,GICUMBIRUVUNE,2.0/1977.0
83,PES_LTO728045878,AURORE,nan,INNOCENT,AURORE  INNOCENT,SOUTH,MUHANGA,MUHANGA,NYAMIRAMA,KANTONGANIYE,8.0,1951.0,71.0,GATETE FELIX,4.0,DIVORCED,11.0,F,nan,-1.894066935,29.75505349,RWANDA MUHANGA MUHANGA NYAMIRAMA KANTONGANIYE,NYAMIRAMAKANTONGANIYE,MUHANGAMUHANGA,8.0/1951.0
83,PES_LWD019803584,DIDO,nan,MODESTE,DIDO  MODESTE,SOUTH,MUHANGA,MUHANGA,NYAMIRAMA,KANTONGANIYE,5.0,nan,58.0,GATETE FELIX,4.0,DIVORCED,nan,M,nan,-1.894066935,29.75505349,RWANDA MUHANGA MUHANGA NYAMIRAMA KANTONGANIYE,NYAMIRAMAKANTONGANIYE,MUHANGAMUHANGA,5.0/nan
83,PES_LX3864046250,UWIMBABAZI,nan,NGABO,UWIMBABAZI  NGABO,SOUTH,MUHANGA,MUHANGA,NYAMIRAMA,KANTONGANIYE,12.0,1960.0,62.0,GATETE FELIX,6.0,NEVER MARRIED,12.0,M,nan,-1.894066935,29.75505349,RWANDA MUHANGA MUHANGA NYAMIRAMA KANTONGANIYE,NYAMIRAMAKANTONGANIYE,MUHANGAMUHANGA,12.0/1960.0
83,PES_LZV115428353,GATETE,nan,FELIX,GATETE  FELIX,SOUTH,MUHANGA,MUHANGA,NYAMIRAMA,KANTONGANIYE,nan,1946.0,78.0,GATETE FELIX,7.0,WIDOWED,1.0,M,nan,-1.894066935,29.75505349,RWANDA MUHANGA MUHANGA NYAMIRAMA KANTONGANIYE,NYAMIRAMAKANTONGANIYE,MUHANGAMUHANGA,nan/1946.0
84,PES_M3R831043194,nan,nan,SHYAKA,  SHYAKA,EAST,GATSIBO,GITOKI,MPONDWA,TSIMA,5.0,1954.0,68.0,NANA EMMANUEL,nan,nan,4.0,M,3722763967.0,-1.641553807,30.32068785,RWANDA GATSIBO GITOKI MPONDWA TSIMA,MPONDWATSIMA,GATSIBOGITOKI,5.0/1954.0
84,PES_M74105267787,BERNARD,nan,ALICE,BERNARD  ALICE,EAST,GATSIBO,GITOKI,MPONDWA,TSIMA,nan,nan,48.0,NANA EMMANUEL,5.0,SEPARATED,2.0,M,3722763967.0,-1.641553807,30.32068785,RWANDA GATSIBO GITOKI MPONDWA TSIMA,MPONDWATSIMA,GATSIBOGITOKI,nan/nan
84,PES_MB8582198679,NANA,nan,EMMANUEL,NANA  EMMANUEL,EAST,GATSIBO,GITOKI,MPONDWA,TSIMA,3.0,1938.0,84.0,NANA EMMANUEL,3.0,LIVE IN A POLYGAMOUS UNION,13.0,F,3722763967.0,-1.641553807,30.32068785,RWANDA GATSIBO GITOKI MPONDWA TSIMA,MPONDWATSIMA,GATSIBOGITOKI,3.0/1938.0
85,PES_MFQ520947986,MUNYENTWALI,nan,UWERA,MUNYENTWALI  UWERA,WEST,RUTSIRO,MUSASA,GABIRO,RUGARAMBIRO,1.0,1972.0,50.0,AIMABLE HAKIZIMANA,7.0,WIDOWED,5.0,M,6513939129.0,-1.9628063919999998,29.37469895,RWANDA RUTSIRO MUSASA GABIRO RUGARAMBIRO,GABIRORUGARAMBIRO,RUTSIROMUSASA,1.0/1972.0
85,PES_MH3205928921,JEAN,LOUIS,NDAYAMBAJE,JEAN LOUIS NDAYAMBAJE,WEST,RUTSIRO,MUSASA,GABIRO,RUGARAMBIRO,2.0,1952.0,70.0,AIMABLE HAKIZIMANA,4.0,DIVORCED,1.0,M,6513939129.0,-1.9628063919999998,29.37469895,RWANDA RUTSIRO MUSASA GABIRO RUGARAMBIRO,GABIRORUGARAMBIRO,RUTSIROMUSASA,2.0/1952.0
85,PES_MI0893335011,AIMABLE,nan,HAKIZIMANA,AIMABLE  HAKIZIMANA,WEST,RUTSIRO,MUSASA,GABIRO,RUGARAMBIRO,4.0,1932.0,90.0,AIMABLE HAKIZIMANA,7.0,WIDOWED,2.0,M,6513939129.0,-1.9628063919999998,29.37469895,RWANDA RUTSIRO MUSASA GABIRO RUGARAMBIRO,GABIRORUGARAMBIRO,RUTSIROMUSASA,4.0/1932.0
86,PES_MIB404275757,ELISHA,nan,NDAYIZEYE,ELISHA  NDAYIZEYE,KIGALI,KICUKIRO,KANOMBE,BUSANZA,NYARUGUGU,nan,1980.0,45.0,JEAN DE ALEX,4.0,DIVORCED,7.0,M,4746754140.0,-2.007033115,30.14295588,RWANDA KICUKIRO KANOMBE BUSANZA NYARUGUGU,BUSANZANYARUGUGU,KICUKIROKANOMBE,nan/1980.0
86,PES_MID389542082,RODRIGUE,nan,KABERA,RODRIGUE  KABERA,KIGALI,KICUKIRO,KANOMBE,BUSANZA,NYARUGUGU,6.0,1943.0,79.0,JEAN DE ALEX,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,nan,M,4746754140.0,-2.007033115,30.14295588,RWANDA KICUKIRO KANOMBE BUSANZA NYARUGUGU,BUSANZANYARUGUGU,KICUKIROKANOMBE,6.0/1943.0
