hid_cen,puid_cen,forename_cen,middlenm_cen,last_name_cen,names_cen,province_cen,district_cen,sector_cen,cellule_cen,village_cen,month_cen,year_cen,age_cen,HoH_cen,marstat_cen,marstatdesc_cen,relationship_cen,sex_cen,telephone_cen,lat_cen,long_cen,full_loc_cen,EAid_cen,DSid_cen,dob_cen
63,CEN_IGZ535497516,AIMEE,nan,NIYITEGEKA,AIMEE  NIYITEGEKA,WEST,NYABIHU,JOMBA,GASIZA,ISANGANO,2.0,nan,90,AIMEE NIYITEGEKA,6.0,NEVER MARRIED,4.0,F,nan,-1.7072030219999998,29.59112213,RWANDA NYABIHU JOMBA GASIZA ISANGANO,GASIZAISANGANO,NYABIHUJOMBA,2.0/nan
64,CEN_IJV897774636,JANVIER,nan,NDUWINA,JANVIER  NDUWINA,EAST,GATSIBO,GASANGE,VIRO,VIRO,1.0,1935.0,87,JANVIER NDUWIMANA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,2.0,nan,1541903480.0,-1.8020334480000002,30.29539444,RWANDA GATSIBO GASANGE VIRO VIRO,VIROVIRO,GATSIBOGASANGE,1.0/1935.0
64,CEN_IKR726062477,MUSHIKIWABO,nan,MUGANZA,MUSHIKIWABO  MUGANZA,EAST,GATSIBO,GASANGE,VIRO,VIRO,8.0,2013.0,9,JANVIER NDUWIMANA,6.0,NEVER MARRIED,1.0,F,1541903480.0,-1.8020334480000002,30.29539444,RWANDA GATSIBO GASANGE VIRO VIRO,VIROVIRO,GATSIBOGASANGE,8.0/2013.0
64,CEN_ILT692662486,PAT,nan,BIRUNGI,PAT  BIRUNGI,EAST,GATSIBO,GASANGE,VIRO,VIRO,1.0,1999.0,25,JANVIER NDUWIMANA,4.0,DIVORCED,nan,M,1541903480.0,-1.8020334480000002,30.29539444,RWANDA GATSIBO GASANGE VIRO VIRO,VIROVIRO,GATSIBOGASANGE,1.0/1999.0
64,CEN_IN0874341263,EUGENE,nan,INGABIRE,EUGENE  INGABIRE,EAST,GATSIBO,GASANGE,VIRO,VIRO,11.0,1994.0,28,JANVIER NDUWIMANA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,13.0,M,1541903480.0,-1.8020334480000002,30.29539444,RWANDA GATSIBO GASANGE VIRO VIRO,VIROVIRO,GATSIBOGASANGE,11.0/1994.0
64,CEN_INT341141308,JENY,nan,UMUTONI,JENY  UMUTONI,EAST,GATSIBO,GASANGE,VIRO,VIRO,3.0,1982.0,40,JANVIER NDUWIMANA,3.0,LIVE IN A POLYGAMOUS UNION,4.0,F,1541903480.0,-1.8020334480000002,30.29539444,RWANDA GATSIBO GASANGE VIRO VIRO,VIROVIRO,GATSIBOGASANGE,3.0/1982.0
65,CEN_INT855622978,ONESPHORE,nan,MAHORO,ONESPHORE  MAHORO,SOUTH,KAMONYI,MUGINA,JENDA,KIGARAMA,9.0,nan,48,ONESPHORE MAHORO,6.0,NEVER MARRIED,12.0,M,6897481326.0,-1.9885795640000001,30.06354468,RWANDA KAMONYI MUGINA JENDA KIGARAMA,JENDAKIGARAMA,KAMONYIMUGINA,9.0/nan
65,CEN_INW831451030,BENITE,nan,MUSHIMIYIMANA,BENITE  MUSHIMIYIMANA,SOUTH,KAMONYI,MUGINA,JENDA,KIGARAMA,5.0,1960.0,44,ONESPHORE MAHORO,6.0,NEVER MARRIED,7.0,F,6897481326.0,-1.9885795640000001,30.06354468,RWANDA KAMONYI MUGINA JENDA KIGARAMA,JENDAKIGARAMA,KAMONYIMUGINA,5.0/1960.0
66,CEN_IOW529929153,IZERE,nan,MUGABE,IZERE  MUGABE,WEST,KARONGI,GASHARI,RUGOBAGOBA,KIBINGO,nan,1941.0,81,IZERE MUGABE,4.0,DIVORCED,6.0,M,3931816407.0,-2.145639366,29.52241489,RWANDA KARONGI GASHARI RUGOBAGOBA KIBINGO,RUGOBAGOBAKIBINGO,KARONGIGASHARI,nan/1941.0
66,CEN_IWO880209190,JOHNSON,nan,MUSINGUZI,JOHNSON  MUSINGUZI,WEST,KARONGI,GASHARI,RUGOBAGOBA,KIBINGO,6.0,1981.0,41,IZERE MUGABE,4.0,DIVORCED,5.0,M,3931816407.0,-2.145639366,29.52241489,RWANDA KARONGI GASHARI RUGOBAGOBA KIBINGO,RUGOBAGOBAKIBINGO,KARONGIGASHARI,6.0/1981.0
66,CEN_IX5120193203,UWINEZA,nan,MANZI,UWINEZA  MANZI,WEST,KARONGI,GASHARI,RUGOBAGOBA,KIBINGO,8.0,1957.0,65,IZERE MUGABE,4.0,DIVORCED,nan,F,3931816407.0,-2.145639366,29.52241489,RWANDA KARONGI GASHARI RUGOBAGOBA KIBINGO,RUGOBAGOBAKIBINGO,KARONGIGASHARI,8.0/1957.0
67,CEN_IXG461746605,CHRISTINE,nan,BAHATI,CHRISTINE  BAHATI,EAST,RWAMAGANA,KIGABIRO,NYAGASENYI,RAMBA,9.0,1961.0,61,ATFA TUYISENGE,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,11.0,F,2253636460.0,-1.850636821,30.2109386,RWANDA RWAMAGANA KIGABIRO NYAGASENYI RAMBA,NYAGASENYIRAMBA,RWAMAGANAKIGABIRO,9.0/1961.0
67,CEN_IYB601574790,CHASILY,nan,SIBOMANA,CHASILY  SIBOMANA,EAST,RWAMAGANA,KIGABIRO,NYAGASENYI,RAMBA,nan,2003.0,19,ATFA TUYISENGE,4.0,DIVORCED,11.0,F,2253636460.0,-1.850636821,30.2109386,RWANDA RWAMAGANA KIGABIRO NYAGASENYI RAMBA,NYAGASENYIRAMBA,RWAMAGANAKIGABIRO,nan/2003.0
67,CEN_IZB269602245,ATFA,nan,TUYISENGE,ATFA  TUYISENGE,EAST,RWAMAGANA,KIGABIRO,NYAGASENYI,RAMBA,2.0,2003.0,88,ATFA TUYISENGE,5.0,SEPARATED,11.0,F,2253636460.0,-1.850636821,30.2109386,RWANDA RWAMAGANA KIGABIRO NYAGASENYI RAMBA,NYAGASENYIRAMBA,RWAMAGANAKIGABIRO,2.0/2003.0
67,CEN_J0P323659375,JEAN,LUC,PAULIN,JEAN LUC PAULIN,EAST,RWAMAGANA,KIGABIRO,NYAGASENYI,RAMBA,4.0,2022.0,19,ATFA TUYISENGE,6.0,NEVER MARRIED,2.0,M,2253636460.0,-1.850636821,30.2109386,RWANDA RWAMAGANA KIGABIRO NYAGASENYI RAMBA,NYAGASENYIRAMBA,RWAMAGANAKIGABIRO,4.0/2022.0
68,CEN_J4G020992946,EULADE,nan,HATEGEKIMANA,EULADE  HATEGEKIMANA,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,9.0,1990.0,32,EULADE HATEGEKIMANA,6.0,NEVER MARRIED,5.0,nan,5421676109.0,-2.191031728,29.90222365,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,9.0/1990.0
68,CEN_J6H192902277,PETER,JOY,MUTAMBA,PETER JOY MUTAMBA,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,nan,2016.0,8,EULADE HATEGEKIMANA,6.0,NEVER MARRIED,7.0,M,5421676109.0,-2.191031728,29.90222365,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,nan/2016.0
69,CEN_JDX712012988,nan,nan,RUTAYISIRE,  RUTAYISIRE,SOUTH,GISAGARA,MAMBA,RAMBA,RWIMVUBU,7.0,nan,19,RODGERS NDUWAYO,3.0,LIVE IN A POLYGAMOUS UNION,11.0,M,8348092043.0,-1.869192959,29.54016512,RWANDA GISAGARA MAMBA RAMBA RWIMVUBU,RAMBARWIMVUBU,GISAGARAMAMBA,7.0/nan
69,CEN_JFX131422614,nan,nan,BOSCO,  BOSCO,SOUTH,GISAGARA,MAMBA,RAMBA,RWIMVUBU,nan,1962.0,60,RODGERS NDUWAYO,6.0,NEVER MARRIED,9.0,F,8348092043.0,-1.869206845,29.54027864,RWANDA GISAGARA MAMBA RAMBA RWIMVUBU,RAMBARWIMVUBU,GISAGARAMAMBA,nan/1962.0
69,CEN_JGF367171459,RODGERS,nan,NDUWAYO,RODGERS  NDUWAYO,SOUTH,GISAGARA,MAMBA,RAMBA,RWIMVUBU,3.0,nan,61,RODGERS NDUWAYO,6.0,NEVER MARRIED,1.0,M,8348092043.0,-1.869206845,29.54027864,RWANDA GISAGARA MAMBA RAMBA RWIMVUBU,RAMBARWIMVUBU,GISAGARAMAMBA,3.0/nan
70,CEN_JGO280587711,BRENDA,nan,NIYONZIMA,BRENDA  NIYONZIMA,EAST,NYAGATARE,KATABAGEMU,BAYIGABURIRE,BYIMANA,nan,1929.0,74,ELISE KAYUMBA,3.0,LIVE IN A POLYGAMOUS UNION,nan,F,4114865769.0,-1.483933212,30.30246892,RWANDA NYAGATARE KATABAGEMU BAYIGABURIRE BYIMANA,BAYIGABURIREBYIMANA,NYAGATAREKATABAGEMU,nan/1929.0
70,CEN_JHM010708662,ELISE,nan,KAYUMBA,ELISE  KAYUMBA,EAST,NYAGATARE,KATABAGEMU,BAYIGABURIRE,BYIMANA,2.0,1936.0,88,ELISE KAYUMBA,7.0,WIDOWED,4.0,M,4114865769.0,-1.483933212,30.30246892,RWANDA NYAGATARE KATABAGEMU BAYIGABURIRE BYIMANA,BAYIGABURIREBYIMANA,NYAGATAREKATABAGEMU,2.0/1936.0
70,CEN_JIV434857017,REHEMA,nan,NDAYISABA,REHEMA  NDAYISABA,WEST,NYABIHU,MUKAMIRA,RUBAYA,CYIVUGIZA,5.0,1989.0,33,ELISE KAYUMBA,5.0,SEPARATED,1.0,M,5626106443.0,-1.5897340359999999,29.52241465,RWANDA NYABIHU MUKAMIRA RUBAYA CYIVUGIZA,RUBAYACYIVUGIZA,NYABIHUMUKAMIRA,5.0/1989.0
72,CEN_JM4821886805,KAMPIRE,nan,TUSHABE,KAMPIRE  TUSHABE,SOUTH,MUHANGA,KIBANGU,GISHARU,KIREHE,8.0,nan,21,BLAISE NORBERT UWIMBABAZI,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,6.0,F,nan,-1.895304981,29.68630457,RWANDA MUHANGA KIBANGU GISHARU KIREHE,GISHARUKIREHE,MUHANGAKIBANGU,8.0/nan
72,CEN_JPO658620972,BLAISE,NORBERT,UWIMBABAZI,BLAISE NORBERT UWIMBABAZI,SOUTH,MUHANGA,KIBANGU,GISHARU,KIREHE,nan,nan,69,BLAISE NORBERT UWIMBABAZI,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,7.0,M,nan,-1.895304981,29.68630457,RWANDA MUHANGA KIBANGU GISHARU KIREHE,GISHARUKIREHE,MUHANGAKIBANGU,nan/nan
72,CEN_JS4658817586,VALENTIN,IZERE,NZITONDA,VALENTIN IZERE NZITONDA,SOUTH,MUHANGA,KIBANGU,GISHARU,KIREHE,nan,nan,28,BLAISE NORBERT UWIMBABAZI,3.0,LIVE IN A POLYGAMOUS UNION,8.0,M,nan,-1.895304981,29.68630457,RWANDA MUHANGA KIBANGU GISHARU KIREHE,GISHARUKIREHE,MUHANGAKIBANGU,nan/nan
73,CEN_JTT962657046,DOEIA,nan,BYUKUSENGE,DOEIA  BYUKUSENGE,KIGALI,KICUKIRO,KAGARAMA,RUKATSA,INSHUTI,10.0,1966.0,56,PHILEMON JACQUELINE,5.0,SEPARATED,12.0,F,nan,-1.9929018580000002,30.10076202,RWANDA KICUKIRO KAGARAMA RUKATSA INSHUTI,RUKATSAINSHUTI,KICUKIROKAGARAMA,10.0/1966.0
73,CEN_JUH259934355,PHILEMON,nan,JACQUELINE,PHILEMON  JACQUELINE,KIGALI,KICUKIRO,KAGARAMA,RUKATSA,INSHUTI,6.0,1930.0,92,PHILEMON JACQUELINE,nan,nan,5.0,M,nan,-1.9929018580000002,30.10076202,RWANDA KICUKIRO KAGARAMA RUKATSA INSHUTI,RUKATSAINSHUTI,KICUKIROKAGARAMA,6.0/1930.0
74,CEN_JXI728588434,ELISE,nan,BYIRINGIRO,ELISE  BYIRINGIRO,EAST,KIREHE,KIGARAMA,CYANYA,NYARUTOVU,nan,1955.0,67,ELISE BYIRINGIRO,7.0,WIDOWED,12.0,F,5888939028.0,-1.649137641,29.77805609,RWANDA KIREHE KIGARAMA CYANYA NYARUTOVU,CYANYANYARUTOVU,KIREHEKIGARAMA,nan/1955.0
74,CEN_K2H320227370,ZACHARIE,nan,MUSONI,ZACHARIE  MUSONI,EAST,KIREHE,KIGARAMA,CYANYA,NYARUTOVU,2.0,1982.0,40,ELISE BYIRINGIRO,4.0,DIVORCED,8.0,M,5888939028.0,-1.649137641,29.77805609,RWANDA KIREHE KIGARAMA CYANYA NYARUTOVU,CYANYANYARUTOVU,KIREHEKIGARAMA,2.0/1982.0
74,CEN_K5C187864918,SCOTT,nan,BUKURU,SCOTT  BUKURU,EAST,KIREHE,KIGARAMA,CYANYA,NYARUTOVU,5.0,2003.0,20,ELISE BYIRINGIRO,3.0,LIVE IN A POLYGAMOUS UNION,1.0,M,5888939028.0,-1.649137641,29.77805609,RWANDA KIREHE KIGARAMA CYANYA NYARUTOVU,CYANYANYARUTOVU,KIREHEKIGARAMA,5.0/2003.0
74,CEN_K5K033123975,JEAN,SAUVEUR,TUMWINE,JEAN SAUVEUR TUMWINE,EAST,KIREHE,KIGARAMA,CYANYA,NYARUTOVU,nan,1983.0,39,ELISE BYIRINGIRO,4.0,DIVORCED,6.0,M,5888939028.0,-1.649137641,29.77805609,RWANDA KIREHE KIGARAMA CYANYA NYARUTOVU,CYANYANYARUTOVU,KIREHEKIGARAMA,nan/1983.0
74,CEN_KBT282488899,CLAUDE,nan,JANE,CLAUDE  JANE,EAST,KIREHE,KIGARAMA,CYANYA,NYARUTOVU,3.0,1974.0,48,ELISE BYIRINGIRO,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,nan,M,5888939028.0,-1.649137641,29.77805609,RWANDA KIREHE KIGARAMA CYANYA NYARUTOVU,CYANYANYARUTOVU,KIREHEKIGARAMA,3.0/1974.0
75,CEN_KF2672837580,MOSS,nan,GASANA,MOSS  GASANA,NORTH,GAKENKE,RUSHASHI,RAZI,KIRWA,9.0,2016.0,6,AARON HABIYAMBERE,6.0,NEVER MARRIED,6.0,M,9184871405.0,-1.751162713,29.87364577,RWANDA GAKENKE RUSHASHI RAZI KIRWA,RAZIKIRWA,GAKENKERUSHASHI,9.0/2016.0
75,CEN_KGD704063597,FRED,nan,CELESTIN,FRED  CELESTIN,NORTH,GAKENKE,RUSHASHI,RAZI,KIRWA,8.0,2021.0,1,AARON HABIYAMBERE,6.0,NEVER MARRIED,5.0,M,9184871405.0,-1.751162713,29.87364577,RWANDA GAKENKE RUSHASHI RAZI KIRWA,RAZIKIRWA,GAKENKERUSHASHI,8.0/2021.0
75,CEN_KGH692701556,DEMI,nan,HABIYAMBERE,DEMI  HABIYAMBERE,NORTH,GAKENKE,RUSHASHI,RAZI,KIRWA,11.0,nan,46,AARON HABIYAMBERE,7.0,WIDOWED,8.0,M,9184871405.0,-1.751162713,29.87371195,RWANDA GAKENKE RUSHASHI RAZI KIRWA,RAZIKIRWA,GAKENKERUSHASHI,11.0/nan
75,CEN_KIX193088081,MIMI,UWU,nan,MIMI UWU ,NORTH,GAKENKE,RUSHASHI,RAZI,KIRWA,nan,1995.0,29,AARON HABIYAMBERE,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,7.0,F,9184871405.0,-1.751162713,29.87371195,RWANDA GAKENKE RUSHASHI RAZI KIRWA,RAZIKIRWA,GAKENKERUSHASHI,nan/1995.0
76,CEN_KNS762303726,FELIX,RUTAGAND,KAYITARE,FELIX RUTAGAND KAYITARE,WEST,NYABIHU,JOMBA,GASIZA,ISANGANO,nan,1981.0,41,MABEL UMUGWANEZA,nan,nan,9.0,M,nan,-1.706666819,29.59114359,RWANDA NYABIHU JOMBA GASIZA ISANGANO,GASIZAISANGANO,NYABIHUJOMBA,nan/1981.0
76,CEN_KOL001395611,MABEL,nan,UMUGWANEZA,MABEL  UMUGWANEZA,WEST,NYABIHU,JOMBA,GASIZA,ISANGANO,nan,1936.0,86,MABEL UMUGWANEZA,5.0,SEPARATED,10.0,F,nan,-1.7072030219999998,29.59112213,RWANDA NYABIHU JOMBA GASIZA ISANGANO,GASIZAISANGANO,NYABIHUJOMBA,nan/1936.0
77,CEN_KQV952312039,MUZIRANENGE,nan,TUYISHIME,MUZIRANENGE  TUYISHIME,EAST,BUGESERA,KAMABUYE,KAMPEKA,MASANGANO,11.0,1962.0,60,AIME NGARAMBE,3.0,LIVE IN A POLYGAMOUS UNION,5.0,F,1276488515.0,-2.369777425,30.12599428,RWANDA BUGESERA KAMABUYE KAMPEKA MASANGANO,KAMPEKAMASANGANO,BUGESERAKAMABUYE,11.0/1962.0
77,CEN_KRI322430617,MUHIRE,nan,EUGNE,MUHIRE  EUGNE,EAST,BUGESERA,KAMABUYE,KAMPEKA,MASANGANO,10.0,nan,16,AIME NGARAMBE,6.0,NEVER MARRIED,7.0,M,1276488515.0,-2.369777425,30.12599428,RWANDA BUGESERA KAMABUYE KAMPEKA MASANGANO,KAMPEKAMASANGANO,BUGESERAKAMABUYE,10.0/nan
77,CEN_KSX669993360,AIME,nan,NGARAMBE,AIME  NGARAMBE,EAST,BUGESERA,KAMABUYE,KAMPEKA,MASANGANO,5.0,1954.0,68,AIME NGARAMBE,nan,nan,10.0,M,1276488515.0,-2.369777425,30.12599428,RWANDA BUGESERA KAMABUYE KAMPEKA MASANGANO,KAMPEKAMASANGANO,BUGESERAKAMABUYE,5.0/1954.0
78,CEN_KTM105832843,NGABO,nan,nan,NGABO  ,NORTH,BURERA,BUTARO,MUHOTORA,GAHUNGE,nan,1924.0,98,NGABO MUHIRE,4.0,DIVORCED,4.0,M,1793305885.0,-1.4045428780000002,29.84082536,RWANDA BURERA BUTARO MUHOTORA GAHUNGE,MUHOTORAGAHUNGE,BURERABUTARO,nan/1924.0
78,CEN_KVZ405590670,BOGARDE,nan,EDISON,BOGARDE  EDISON,NORTH,BURERA,BUTARO,MUHOTORA,GAHUNGE,2.0,1978.0,30,NGABO MUHIRE,4.0,DIVORCED,nan,M,1793305885.0,-1.4045428780000002,29.84082536,RWANDA BURERA BUTARO MUHOTORA GAHUNGE,MUHOTORAGAHUNGE,BURERABUTARO,2.0/1978.0
78,CEN_KXL858550721,KELLY,nan,UWITONZE,KELLY  UWITONZE,NORTH,BURERA,BUTARO,MUHOTORA,GAHUNGE,nan,1930.0,93,NGABO MUHIRE,3.0,LIVE IN A POLYGAMOUS UNION,6.0,F,1793305885.0,-1.4043390919999998,29.84094338,RWANDA BURERA BUTARO MUHOTORA GAHUNGE,MUHOTORAGAHUNGE,BURERABUTARO,nan/1930.0
78,CEN_KYL603918914,KIDD,nan,FAUSTIN,KIDD  FAUSTIN,NORTH,BURERA,BUTARO,MUHOTORA,GAHUNGE,4.0,1999.0,23,NGABO MUHIRE,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,1.0,M,1793305885.0,-1.4043390919999998,29.84094338,RWANDA BURERA BUTARO MUHOTORA GAHUNGE,MUHOTORAGAHUNGE,BURERABUTARO,4.0/1999.0
78,CEN_KYO458025324,FID?LE,nan,nan,FID?LE  ,NORTH,BURERA,BUTARO,MUHOTORA,GAHUNGE,nan,1989.0,33,NGABO MUHIRE,6.0,NEVER MARRIED,6.0,M,1793305885.0,-1.4043390919999998,29.84094338,RWANDA BURERA BUTARO MUHOTORA GAHUNGE,MUHOTORAGAHUNGE,BURERABUTARO,nan/1989.0
79,CEN_KZK499931214,KAMI,nan,HABARUREMA,KAMI  HABARUREMA,EAST,BUGESERA,MAREBA,RANGO,MATINZA,6.0,2016.0,26,KAMI HABARUREMA,nan,nan,13.0,M,nan,-2.0982583790000002,30.11938735,RWANDA BUGESERA MAREBA RANGO MATINZA,RANGOMATINZA,BUGESERAMAREBA,6.0/2016.0
79,CEN_KZP823470529,DESIRE,nan,NSENGIMANA,DESIRE  NSENGIMANA,EAST,BUGESERA,MAREBA,RANGO,MATINZA,3.0,2002.0,20,KAMI HABARUREMA,7.0,WIDOWED,5.0,M,nan,-2.0982583790000002,30.11938735,RWANDA BUGESERA MAREBA RANGO MATINZA,RANGOMATINZA,BUGESERAMAREBA,3.0/2002.0
80,CEN_L2P264503829,FREDDY,nan,BYIRINGIRO,FREDDY  BYIRINGIRO,SOUTH,KAMONYI,MUSAMBIRA,KIVUMU,NYERENGA,9.0,1936.0,86,MAZIMPAKA NSHIMIYIMANA,7.0,WIDOWED,12.0,M,nan,-2.048266854,29.80636391,RWANDA KAMONYI MUSAMBIRA KIVUMU NYERENGA,KIVUMUNYERENGA,KAMONYIMUSAMBIRA,9.0/1936.0
80,CEN_L5I787303275,INGRID,MARY,UWERA,INGRID MARY UWERA,SOUTH,KAMONYI,MUSAMBIRA,KIVUMU,NYERENGA,12.0,2014.0,11,MAZIMPAKA NSHIMIYIMANA,6.0,NEVER MARRIED,nan,F,nan,-2.048266854,29.80636391,RWANDA KAMONYI MUSAMBIRA KIVUMU NYERENGA,KIVUMUNYERENGA,KAMONYIMUSAMBIRA,12.0/2014.0
80,CEN_L7L180141364,WELLARS,nan,MUREKATETE,WELLARS  MUREKATETE,SOUTH,KAMONYI,MUSAMBIRA,KIVUMU,NYERENGA,10.0,1937.0,85,MAZIMPAKA NSHIMIYIMANA,7.0,WIDOWED,12.0,M,nan,-2.048266854,29.80636391,RWANDA KAMONYI MUSAMBIRA KIVUMU NYERENGA,KIVUMUNYERENGA,KAMONYIMUSAMBIRA,10.0/1937.0
80,CEN_LA3042843485,MAZIMPAKA,nan,NSHIMIYIMANA,MAZIMPAKA  NSHIMIYIMANA,SOUTH,KAMONYI,MUSAMBIRA,KIVUMU,NYERENGA,nan,1998.0,95,MAZIMPAKA NSHIMIYIMANA,3.0,LIVE IN A POLYGAMOUS UNION,10.0,M,nan,-2.048266854,29.80636391,RWANDA KAMONYI MUSAMBIRA KIVUMU NYERENGA,KIVUMUNYERENGA,KAMONYIMUSAMBIRA,nan/1998.0
81,CEN_LAU559592007,GIL,nan,BAGUMA,GIL  BAGUMA,WEST,KARONGI,GITESI,KANUNGA,NYAGISOZI,12.0,1987.0,35,HILAIRE HONORE,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,3.0,M,9938339474.0,-2.1156822969999998,29.3893979,RWANDA KARONGI GITESI KANUNGA NYAGISOZI,KANUNGANYAGISOZI,KARONGIGITESI,12.0/1987.0
81,CEN_LCB341833411,HILAIRE,nan,HONORE,HILAIRE  HONORE,WEST,KARONGI,GITESI,KANUNGA,NYAGISOZI,1.0,1955.0,84,HILAIRE HONORE,4.0,DIVORCED,8.0,M,9938339474.0,-2.1156822969999998,29.3893979,RWANDA KARONGI GITESI KANUNGA NYAGISOZI,KANUNGANYAGISOZI,KARONGIGITESI,1.0/1955.0
81,CEN_LIT698458532,SIBOYINTORE,nan,nan,SIBOYINTORE  ,WEST,KARONGI,GITESI,KANUNGA,NYAGISOZI,3.0,1973.0,50,HILAIRE HONORE,nan,nan,5.0,M,9938339474.0,-2.1156822969999998,29.3893979,RWANDA KARONGI GITESI KANUNGA NYAGISOZI,KANUNGANYAGISOZI,KARONGIGITESI,3.0/1973.0
82,CEN_LJZ199528360,BABY,nan,UMUTESI,BABY  UMUTESI,NORTH,GICUMBI,RUVUNE,RUHONDO,KIRWA,9.0,1977.0,45,LUKE MBARUSHIMANA,4.0,DIVORCED,11.0,F,7205425166.0,-1.624613123,30.16839194,RWANDA GICUMBI RUVUNE RUHONDO KIRWA,RUHONDOKIRWA,GICUMBIRUVUNE,9.0/1977.0
82,CEN_LN4096767069,LUKE,nan,MBARUSHIMANA,LUKE  MBARUSHIMANA,NORTH,GICUMBI,RUVUNE,RUHONDO,KIRWA,nan,nan,76,LUKE MBARUSHIMANA,3.0,LIVE IN A POLYGAMOUS UNION,5.0,M,7205425166.0,-1.624613123,30.16839194,RWANDA GICUMBI RUVUNE RUHONDO KIRWA,RUHONDOKIRWA,GICUMBIRUVUNE,nan/nan
82,CEN_LQA130550953,JADO,nan,SIKUBWABO,JADO  SIKUBWABO,NORTH,GICUMBI,RUVUNE,RUHONDO,KIRWA,nan,1989.0,39,LUKE MBARUSHIMANA,7.0,WIDOWED,nan,M,7205425166.0,-1.624613123,30.16839194,RWANDA GICUMBI RUVUNE RUHONDO KIRWA,RUHONDOKIRWA,GICUMBIRUVUNE,nan/1989.0
82,CEN_LSB588111042,NYIRIBAKWE,JEAN,UMUGWANEZA,NYIRIBAKWE JEAN UMUGWANEZA,NORTH,GICUMBI,RUVUNE,RUHONDO,KIRWA,2.0,2019.0,4,LUKE MBARUSHIMANA,6.0,NEVER MARRIED,3.0,M,7205425166.0,-1.624613123,30.16839194,RWANDA GICUMBI RUVUNE RUHONDO KIRWA,RUHONDOKIRWA,GICUMBIRUVUNE,2.0/2019.0
82,CEN_LTE700133022,ANNET,nan,GATETE,ANNET  GATETE,NORTH,GICUMBI,RUVUNE,RUHONDO,KIRWA,2.0,1977.0,45,LUKE MBARUSHIMANA,6.0,NEVER MARRIED,12.0,F,7205425166.0,-1.624613123,30.16839194,RWANDA GICUMBI RUVUNE RUHONDO KIRWA,RUHONDOKIRWA,GICUMBIRUVUNE,2.0/1977.0
83,CEN_LTO728045878,nan,nan,INNOCENT,  INNOCENT,SOUTH,MUHANGA,MUHANGA,NYAMIRAMA,KANTONGANIYE,8.0,2016.0,71,GATETE FELIX,4.0,DIVORCED,11.0,F,6856315736.0,-1.894066935,29.75505349,RWANDA MUHANGA MUHANGA NYAMIRAMA KANTONGANIYE,NYAMIRAMAKANTONGANIYE,MUHANGAMUHANGA,8.0/2016.0
83,CEN_LWD019803584,DIDO,nan,MODESTE,DIDO  MODESTE,KIGALI,GASABO,JABANA,AKAMATAMU,NYAGASOZI,5.0,1964.0,58,GATETE FELIX,4.0,DIVORCED,8.0,M,6856315736.0,-1.834081735,30.147645299999997,RWANDA GASABO JABANA AKAMATAMU NYAGASOZI,AKAMATAMUNYAGASOZI,GASABOJABANA,5.0/1964.0
83,CEN_LX3864046250,UWIMBABBAZI,nan,NGABO,UWIMBABBAZI  NGABO,SOUTH,MUHANGA,MUHANGA,NYAMIRAMA,KANTONGANIYE,6.0,1960.0,62,GATETE FELIX,6.0,NEVER MARRIED,12.0,F,6856315736.0,-1.894066935,29.75505349,RWANDA MUHANGA MUHANGA NYAMIRAMA KANTONGANIYE,NYAMIRAMAKANTONGANIYE,MUHANGAMUHANGA,6.0/1960.0
83,CEN_LZV115428353,GATETE,nan,FELIX,GATETE  FELIX,SOUTH,MUHANGA,MUHANGA,NYAMIRAMA,KANTONGANIYE,5.0,nan,76,GATETE FELIX,7.0,WIDOWED,1.0,M,6856315736.0,-1.894066935,29.75505349,RWANDA MUHANGA MUHANGA NYAMIRAMA KANTONGANIYE,NYAMIRAMAKANTONGANIYE,MUHANGAMUHANGA,5.0/nan
84,CEN_M3R831043194,JULIUS,nan,SHYAKA,JULIUS  SHYAKA,EAST,GATSIBO,GITOKI,MPONDWA,TSIMA,1.0,1954.0,68,NANA EMMANUEL,nan,nan,4.0,M,nan,-1.641553807,30.32068785,RWANDA GATSIBO GITOKI MPONDWA TSIMA,MPONDWATSIMA,GATSIBOGITOKI,1.0/1954.0
84,CEN_M74105267787,BERNARD,nan,ALICE,BERNARD  ALICE,EAST,GATSIBO,GITOKI,MPONDWA,TSIMA,11.0,1928.0,49,NANA EMMANUEL,5.0,SEPARATED,2.0,M,nan,-1.641553807,30.32068785,RWANDA GATSIBO GITOKI MPONDWA TSIMA,MPONDWATSIMA,GATSIBOGITOKI,11.0/1928.0
