hid,puid,forename,middlenm,last_name,names,province,district,sector,cellule,village,month,year,age,HoH,marstat,marstatdesc,relationship,sex,telephone,lat,long,full_loc,Eaid,Dsid
74,K2H320227370,ZACHARIE,,MUSONI,ZACHARIE  MUSONI,EAST,KIREHE,KIGARAMA,CYANYA,NYARUTOVU,2,1982,40,ELISE BYIRINGIRO,4,DIVORCED,8,M,5888939048,-1.649137641,29.77805609,RWANDA KIREHE KIGARAMA CYANYA NYARUTOVU,CYANYANYARUTOVU,KIREHEKIGARAMA
74,K5C187864918,SCOTT,,BUKURU,SCOTT  BUKURU,EAST,KIREHE,KIGARAMA,CYANYA,NYARUTOVU,5,,22,ELISE BYIRINGIRO,3,LIVE IN A POLYGAMOUS UNION,1,M,5888939048,-1.649137641,29.77805609,RWANDA KIREHE KIGARAMA CYANYA NYARUTOVU,CYANYANYARUTOVU,KIREHEKIGARAMA
74,K5K033123975,JEAN,SAUVEUR,TUMWINE,JEAN SAUVEUR TUMWINE,EAST,KIREHE,KIGARAMA,CYANYA,NYARUTOVU,9,1967,41,ELISE BYIRINGIRO,4,DIVORCED,6,M,5888939048,-1.649137641,29.77805609,RWANDA KIREHE KIGARAMA CYANYA NYARUTOVU,CYANYANYARUTOVU,KIREHEKIGARAMA
74,KBT282488899,CLAUDE,,JANE,CLAUDE  JANE,EAST,KIREHE,KIGARAMA,CYANYA,NYARUTOVU,,1974,51,ELISE BYIRINGIRO,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,1,M,5888939048,-1.649137641,29.77805609,RWANDA KIREHE KIGARAMA CYANYA NYARUTOVU,CYANYANYARUTOVU,KIREHEKIGARAMA
75,KF2672837580,,,GASANA,  GASANA,NORTH,GAKENKE,RUSHASHI,RAZI,KIRWA,9,2016,6,AARON HABIYAMBERE,6,NEVER MARRIED,6,M,9184871405,-1.751162713,29.87371195,RWANDA GAKENKE RUSHASHI RAZI KIRWA,RAZIKIRWA,GAKENKERUSHASHI
75,KGD704063597,FRED,,CELESTIN,FRED  CELESTIN,NORTH,GAKENKE,RUSHASHI,RAZI,KIRWA,8,1926,1,AARON HABIYAMBERE,6,NEVER MARRIED,,M,9184871405,-1.751162713,29.87371195,RWANDA GAKENKE RUSHASHI RAZI KIRWA,RAZIKIRWA,GAKENKERUSHASHI
75,KGH692701556,AARON,,HABIYAMBERE,AARON  HABIYAMBERE,NORTH,GAKENKE,RUSHASHI,RAZI,KIRWA,11,1976,46,AARON HABIYAMBERE,7,WIDOWED,8,M,9184871405,-1.751162713,29.87364577,RWANDA GAKENKE RUSHASHI RAZI KIRWA,RAZIKIRWA,GAKENKERUSHASHI
75,KIX193088081,MIMI,UWU,UWIMBABAZI,MIMI UWU UWIMBABAZI,NORTH,GAKENKE,RUSHASHI,RAZI,KIRWA,7,1958,27,AARON HABIYAMBERE,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,7,F,9184871405,-1.751162713,29.87364577,RWANDA GAKENKE RUSHASHI RAZI KIRWA,RAZIKIRWA,GAKENKERUSHASHI
76,KNS762303726,FELIX,RUTAGAND,KAYITARE,FELIX RUTAGAND KAYITARE,WEST,NYABIHU,JOMBA,GASIZA,ISANGANO,11,,41,MABEL UMUGWANEZA,7,WIDOWED,9,M,,-1.385461996,30.23064135,RWANDA NYABIHU JOMBA GASIZA ISANGANO,GASIZAISANGANO,NYABIHUJOMBA
76,KOL001395611,MABEL,,UMUGWANEZA,MABEL  UMUGWANEZA,WEST,NYABIHU,JOMBA,GASIZA,ISANGANO,10,1936,86,MABEL UMUGWANEZA,5,SEPARATED,10,F,,-1.385461996,30.23064135,RWANDA NYABIHU JOMBA GASIZA ISANGANO,GASIZAISANGANO,NYABIHUJOMBA
77,KQV952312039,MUZIRANENGE,,TUYISHIME,MUZIRANENGE  TUYISHIME,EAST,BUGESERA,KAMABUYE,KAMPEKA,MASANGANO,,1962,60,AIME NGARAMBE,,,5,F,1276488515,-2.369777425,30.12599428,RWANDA BUGESERA KAMABUYE KAMPEKA MASANGANO,KAMPEKAMASANGANO,BUGESERAKAMABUYE
77,KRI322430617,MUHIRE,,EUGENE,MUHIRE  EUGENE,EAST,BUGESERA,KAMABUYE,KAMPEKA,MASANGANO,5,2006,16,AIME NGARAMBE,6,NEVER MARRIED,7,M,1276488515,-2.369777425,30.12599428,RWANDA BUGESERA KAMABUYE KAMPEKA MASANGANO,KAMPEKAMASANGANO,BUGESERAKAMABUYE
77,KSX669993360,AIME,,NGARAMBE,AIME  NGARAMBE,EAST,BUGESERA,KAMABUYE,KAMPEKA,MASANGANO,3,1954,68,AIME NGARAMBE,3,LIVE IN A POLYGAMOUS UNION,10,F,1276488515,-2.369777425,30.12599428,RWANDA BUGESERA KAMABUYE KAMPEKA MASANGANO,KAMPEKAMASANGANO,BUGESERAKAMABUYE
78,KTM105832843,NGABO,,MUHIRE,NGABO  MUHIRE,NORTH,BURERA,BUTARO,MUHOTORA,GAHUNGE,6,1924,99,NGABO MUHIRE,4,DIVORCED,4,M,1793325885,-1.404542878,29.84082536,RWANDA BURERA BUTARO MUHOTORA GAHUNGE,MUHOTORAGAHUNGE,BURERABUTARO
78,KVZ405590670,BOGARDE,,EDISON,BOGARDE  EDISON,NORTH,BURERA,BUTARO,MUHOTORA,GAHUNGE,7,,30,NGABO MUHIRE,4,DIVORCED,13,M,1793325885,-1.404542878,29.84082536,RWANDA BURERA BUTARO MUHOTORA GAHUNGE,MUHOTORAGAHUNGE,BURERABUTARO
78,KXL858550721,KELLY,,UWITONZE,KELLY  UWITONZE,NORTH,BURERA,BUTARO,MUHOTORA,GAHUNGE,5,1930,92,NGABO MUHIRE,3,LIVE IN A POLYGAMOUS UNION,,F,1793325885,-1.404542878,29.84082536,RWANDA BURERA BUTARO MUHOTORA GAHUNGE,MUHOTORAGAHUNGE,BURERABUTARO
78,KYL603918914,KIDD,,FAUSTIN,KIDD  FAUSTIN,NORTH,BURERA,BUTARO,MUHOTORA,GAHUNGE,6,1922,23,NGABO MUHIRE,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,1,M,1793325885,-1.404542878,29.84082536,RWANDA BURERA BUTARO MUHOTORA GAHUNGE,MUHOTORAGAHUNGE,BURERABUTARO
78,KYO458025324,FIDLE,,UITONZE,FIDLE  UITONZE,NORTH,BURERA,BUTARO,MUHOTORA,GAHUNGE,12,1989,36,NGABO MUHIRE,6,NEVER MARRIED,6,M,1793325885,-1.404542878,29.84082536,RWANDA BURERA BUTARO MUHOTORA GAHUNGE,MUHOTORAGAHUNGE,BURERABUTARO
78,KYO458025324,FID?LE,,UWITONZE,FID?LE  UWITONZE,WEST,RUTSIRO,RUSEBEYA,REMERA,SHYEMBE,12,1989,33,NGABO MUHIRE,6,NEVER MARRIED,6,M,1793325885,-2.015753778,29.39758255,RWANDA RUTSIRO RUSEBEYA REMERA SHYEMBE,REMERASHYEMBE,RUTSIRORUSEBEYA
79,KZK499931214,KAMI,,HABARUREMA,KAMI  HABARUREMA,EAST,BUGESERA,MAREBA,RANGO,MATINZA,,1999,26,KAMI HABARUREMA,7,WIDOWED,13,M,8539561328,-2.123696236,30.14824845,RWANDA BUGESERA MAREBA RANGO MATINZA,RANGOMATINZA,BUGESERAMAREBA
79,KZP823470529,DESIRE,,NSENGIMANA,DESIRE  NSENGIMANA,EAST,BUGESERA,MAREBA,RANGO,MATINZA,,2002,20,KAMI HABARUREMA,7,WIDOWED,,M,8539561328,-2.123696236,30.14824845,RWANDA BUGESERA MAREBA RANGO MATINZA,RANGOMATINZA,BUGESERAMAREBA
80,L2P264503829,FREDDY,,BYIRINGIRO,FREDDY  BYIRINGIRO,SOUTH,KAMONYI,MUSAMBIRA,KIVUMU,NYERENGA,,1936,86,MAZIMPAKA NSHIMIYIMANA,7,WIDOWED,12,M,8722032047,-2.048266854,29.80636391,RWANDA KAMONYI MUSAMBIRA KIVUMU NYERENGA,KIVUMUNYERENGA,KAMONYIMUSAMBIRA
80,L5I787303275,INGRID,MARY,UWERA,INGRID MARY UWERA,SOUTH,KAMONYI,MUSAMBIRA,KIVUMU,NYERENGA,,2014,8,MAZIMPAKA NSHIMIYIMANA,,,4,M,8722032047,-2.048266854,29.80636391,RWANDA KAMONYI MUSAMBIRA KIVUMU NYERENGA,KIVUMUNYERENGA,KAMONYIMUSAMBIRA
80,L7L180141364,WELLARS,,MUREKATETE,WELLARS  MUREKATETE,SOUTH,KAMONYI,MUSAMBIRA,KIVUMU,NYERENGA,8,,85,MAZIMPAKA NSHIMIYIMANA,7,WIDOWED,12,M,8722032047,-2.048266854,29.80636391,RWANDA KAMONYI MUSAMBIRA KIVUMU NYERENGA,KIVUMUNYERENGA,KAMONYIMUSAMBIRA
80,LA3042843485,MAZIMPAKA,,NSHIMIYIMANA,MAZIMPAKA  NSHIMIYIMANA,SOUTH,KAMONYI,MUSAMBIRA,KIVUMU,NYERENGA,6,1927,95,MAZIMPAKA NSHIMIYIMANA,3,LIVE IN A POLYGAMOUS UNION,10,M,8722032047,-2.048266854,29.80636391,RWANDA KAMONYI MUSAMBIRA KIVUMU NYERENGA,KIVUMUNYERENGA,KAMONYIMUSAMBIRA
81,LAU559592007,GILBERT,,BAGUMA,GILBERT  BAGUMA,WEST,KARONGI,GITESI,KANUNGA,NYAGISOZI,12,2012,35,HILAIRE HONORE,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,3,M,9938339474,-2.115682297,29.3893979,RWANDA KARONGI GITESI KANUNGA NYAGISOZI,KANUNGANYAGISOZI,KARONGIGITESI
81,LAU559592007,GILBERT,,BAGUMA,GILBERT  BAGUMA,EAST,NYAGATARE,KATABAGEMU,NYAKIGANDO,BYIMANA,,1987,35,HILAIRE HONORE,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,3,M,9938339474,-1.483933212,30.30246892,RWANDA NYAGATARE KATABAGEMU NYAKIGANDO BYIMANA,NYAKIGANDOBYIMANA,NYAGATAREKATABAGEMU
81,LCB341833411,HILAIRE,,HONORE,HILAIRE  HONORE,WEST,KARONGI,GITESI,KANUNGA,NYAGISOZI,,1943,84,HILAIRE HONORE,4,DIVORCED,8,M,9938339474,-2.115682297,29.3893979,RWANDA KARONGI GITESI KANUNGA NYAGISOZI,KANUNGANYAGISOZI,KARONGIGITESI
81,LIT698458532,SIBOYINTORE,,MUNYANEZA,SIBOYINTORE  MUNYANEZA,WEST,KARONGI,GITESI,KANUNGA,NYAGISOZI,3,,49,HILAIRE HONORE,4,DIVORCED,,M,9938339474,-2.115682297,29.3893979,RWANDA KARONGI GITESI KANUNGA NYAGISOZI,KANUNGANYAGISOZI,KARONGIGITESI
82,LJZ199528360,BABI,,UMUTESI,BABI  UMUTESI,NORTH,GICUMBI,RUVUNE,RUHONDO,KIRWA,9,,45,LUKE MBARUSHIMANA,,,11,F,7205425166,-1.624545616,30.16842791,RWANDA GICUMBI RUVUNE RUHONDO KIRWA,RUHONDOKIRWA,GICUMBIRUVUNE
82,LN4096767069,LUKE,,MBARUSHIMANA,LUKE  MBARUSHIMANA,NORTH,GICUMBI,RUVUNE,RUHONDO,KIRWA,4,2003,76,LUKE MBARUSHIMANA,3,LIVE IN A POLYGAMOUS UNION,5,M,7205425166,-1.624545616,30.16842791,RWANDA GICUMBI RUVUNE RUHONDO KIRWA,RUHONDOKIRWA,GICUMBIRUVUNE
82,LQA130550953,JADO,,SIKUBWABO,JADO  SIKUBWABO,NORTH,GICUMBI,RUVUNE,RUHONDO,KIRWA,10,1983,39,LUKE MBARUSHIMANA,7,WIDOWED,6,,7205425166,-1.624545616,30.16842791,RWANDA GICUMBI RUVUNE RUHONDO KIRWA,RUHONDOKIRWA,GICUMBIRUVUNE
82,LSB588111042,,JEAN,UMUGWANEZA, JEAN UMUGWANEZA,NORTH,GICUMBI,RUVUNE,RUHONDO,KIRWA,2,2021,3,LUKE MBARUSHIMANA,6,NEVER MARRIED,3,M,7205425166,-1.624545616,30.16842791,RWANDA GICUMBI RUVUNE RUHONDO KIRWA,RUHONDOKIRWA,GICUMBIRUVUNE
82,LTE700133022,ANNET,,GATEEETE,ANNET  GATEEETE,NORTH,GICUMBI,RUVUNE,RUHONDO,KIRWA,2,1977,45,LUKE MBARUSHIMANA,6,NEVER MARRIED,12,F,7205425166,-1.624545616,30.16842791,RWANDA GICUMBI RUVUNE RUHONDO KIRWA,RUHONDOKIRWA,GICUMBIRUVUNE
83,LTO728045878,AURORE,,INNOCENT,AURORE  INNOCENT,SOUTH,MUHANGA,MUHANGA,NYAMIRAMA,KANTONGANIYE,8,1951,71,GATETE FELIX,4,DIVORCED,11,F,,-1.894066935,29.75505349,RWANDA MUHANGA MUHANGA NYAMIRAMA KANTONGANIYE,NYAMIRAMAKANTONGANIYE,MUHANGAMUHANGA
83,LWD019803584,DIDO,,MODESTE,DIDO  MODESTE,SOUTH,MUHANGA,MUHANGA,NYAMIRAMA,KANTONGANIYE,5,,58,GATETE FELIX,4,DIVORCED,,M,,-1.894066935,29.75505349,RWANDA MUHANGA MUHANGA NYAMIRAMA KANTONGANIYE,NYAMIRAMAKANTONGANIYE,MUHANGAMUHANGA
83,LX3864046250,UWIMBABAZI,,NGABO,UWIMBABAZI  NGABO,SOUTH,MUHANGA,MUHANGA,NYAMIRAMA,KANTONGANIYE,12,1960,62,GATETE FELIX,6,NEVER MARRIED,12,M,,-1.894066935,29.75505349,RWANDA MUHANGA MUHANGA NYAMIRAMA KANTONGANIYE,NYAMIRAMAKANTONGANIYE,MUHANGAMUHANGA
83,LZV115428353,GATETE,,FELIX,GATETE  FELIX,SOUTH,MUHANGA,MUHANGA,NYAMIRAMA,KANTONGANIYE,,1946,78,GATETE FELIX,7,WIDOWED,1,M,,-1.894066935,29.75505349,RWANDA MUHANGA MUHANGA NYAMIRAMA KANTONGANIYE,NYAMIRAMAKANTONGANIYE,MUHANGAMUHANGA
84,M3R831043194,,,SHYAKA,  SHYAKA,EAST,GATSIBO,GITOKI,MPONDWA,TSIMA,5,1954,68,NANA EMMANUEL,,,4,M,3722763967,-1.641553807,30.32068785,RWANDA GATSIBO GITOKI MPONDWA TSIMA,MPONDWATSIMA,GATSIBOGITOKI
84,M74105267787,BERNARD,,ALICE,BERNARD  ALICE,EAST,GATSIBO,GITOKI,MPONDWA,TSIMA,,,48,NANA EMMANUEL,5,SEPARATED,2,M,3722763967,-1.641553807,30.32068785,RWANDA GATSIBO GITOKI MPONDWA TSIMA,MPONDWATSIMA,GATSIBOGITOKI
84,MB8582198679,NANA,,EMMANUEL,NANA  EMMANUEL,EAST,GATSIBO,GITOKI,MPONDWA,TSIMA,3,1938,84,NANA EMMANUEL,3,LIVE IN A POLYGAMOUS UNION,13,F,3722763967,-1.641553807,30.32068785,RWANDA GATSIBO GITOKI MPONDWA TSIMA,MPONDWATSIMA,GATSIBOGITOKI
85,MFQ520947986,MUNYENTWALI,,UWERA,MUNYENTWALI  UWERA,WEST,RUTSIRO,MUSASA,GABIRO,RUGARAMBIRO,1,1972,50,AIMABLE HAKIZIMANA,7,WIDOWED,5,M,6513939129,-1.962806392,29.37469895,RWANDA RUTSIRO MUSASA GABIRO RUGARAMBIRO,GABIRORUGARAMBIRO,RUTSIROMUSASA
85,MH3205928921,JEAN,LOUIS,NDAYAMBAJE,JEAN LOUIS NDAYAMBAJE,WEST,RUTSIRO,MUSASA,GABIRO,RUGARAMBIRO,2,1952,70,AIMABLE HAKIZIMANA,4,DIVORCED,1,M,6513939129,-1.962806392,29.37469895,RWANDA RUTSIRO MUSASA GABIRO RUGARAMBIRO,GABIRORUGARAMBIRO,RUTSIROMUSASA
85,MI0893335011,AIMABLE,,HAKIZIMANA,AIMABLE  HAKIZIMANA,WEST,RUTSIRO,MUSASA,GABIRO,RUGARAMBIRO,4,1932,90,AIMABLE HAKIZIMANA,7,WIDOWED,2,M,6513939129,-1.962806392,29.37469895,RWANDA RUTSIRO MUSASA GABIRO RUGARAMBIRO,GABIRORUGARAMBIRO,RUTSIROMUSASA
86,MIB404275757,ELISHA,,NDAYIZEYE,ELISHA  NDAYIZEYE,KIGALI,KICUKIRO,KANOMBE,BUSANZA,NYARUGUGU,,1980,45,JEAN DE ALEX,4,DIVORCED,7,M,4746754140,-2.007033115,30.14295588,RWANDA KICUKIRO KANOMBE BUSANZA NYARUGUGU,BUSANZANYARUGUGU,KICUKIROKANOMBE
86,MID389542082,RODRIGUE,,KABERA,RODRIGUE  KABERA,KIGALI,KICUKIRO,KANOMBE,BUSANZA,NYARUGUGU,6,1943,79,JEAN DE ALEX,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,,M,4746754140,-2.007033115,30.14295588,RWANDA KICUKIRO KANOMBE BUSANZA NYARUGUGU,BUSANZANYARUGUGU,KICUKIROKANOMBE
86,MIQ721925284,IYAKAREMYE,,MURENZI,IYAKAREMYE  MURENZI,KIGALI,KICUKIRO,KANOMBE,BUSANZA,NYARUGUGU,1,,54,JEAN DE ALEX,4,DIVORCED,4,M,4746754140,-2.007033115,30.14295588,RWANDA KICUKIRO KANOMBE BUSANZA NYARUGUGU,BUSANZANYARUGUGU,KICUKIROKANOMBE
86,MIW791637036,JEAN,DE,ALEX,JEAN DE ALEX,KIGALI,KICUKIRO,KANOMBE,BUSANZA,NYARUGUGU,,,97,JEAN DE ALEX,7,WIDOWED,5,M,4746754140,-2.007033115,30.14295588,RWANDA KICUKIRO KANOMBE BUSANZA NYARUGUGU,BUSANZANYARUGUGU,KICUKIROKANOMBE
86,MJ6361146971,NADINE,,MANZI,NADINE  MANZI,KIGALI,GASABO,BUMBOGO,MVUZO,NYAKABINGO,,1985,37,JEAN DE ALEX,,,5,F,4746754140,-1.862762431,29.97355232,RWANDA GASABO BUMBOGO MVUZO NYAKABINGO,MVUZONYAKABINGO,GASABOBUMBOGO
86,MJ6361146971,NADINE,,MANZI,NADINE  MANZI,KIGALI,KICUKIRO,KANOMBE,BUSANZA,NYARUGUGU,,1985,37,JEAN DE ALEX,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,5,F,4746754140,-2.007033115,30.14295588,RWANDA KICUKIRO KANOMBE BUSANZA NYARUGUGU,BUSANZANYARUGUGU,KICUKIROKANOMBE
87,MJD783795472,LEONARD,,UWIMBABAZI,LEONARD  UWIMBABAZI,WEST,KARONGI,MURAMBI,MUHORORO,NYAKABUYE,12,1928,59,MAURICE KAMALI,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,6,M,9015539671,-2.151327347,29.52959892,RWANDA KARONGI MURAMBI MUHORORO NYAKABUYE,MUHORORONYAKABUYE,KARONGIMURAMBI
87,MKF308342586,DOMINIQUE,,JACQUES,DOMINIQUE  JACQUES,WEST,KARONGI,MURAMBI,MUHORORO,NYAKABUYE,1,1982,10,MAURICE KAMALI,6,NEVER MARRIED,6,M,9015539671,-2.151327347,29.52959892,RWANDA KARONGI MURAMBI MUHORORO NYAKABUYE,MUHORORONYAKABUYE,KARONGIMURAMBI
87,MLM119473003,MAURICE,,KAMALI,MAURICE  KAMALI,WEST,KARONGI,MURAMBI,MUHORORO,NYAKABUYE,6,1938,84,MAURICE KAMALI,,,,F,9015539671,-2.151327347,29.52959892,RWANDA KARONGI MURAMBI MUHORORO NYAKABUYE,MUHORORONYAKABUYE,KARONGIMURAMBI
87,MQR297660507,LIONELI,,NDIKUMANA,LIONELI  NDIKUMANA,WEST,KARONGI,MURAMBI,MUHORORO,NYAKABUYE,,1959,63,MAURICE KAMALI,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,6,M,9015539671,-2.151327347,29.52959892,RWANDA KARONGI MURAMBI MUHORORO NYAKABUYE,MUHORORONYAKABUYE,KARONGIMURAMBI
88,MT1307294450,HEBRON,,TUYISHIME,HEBRON  TUYISHIME,SOUTH,NYANZA,CYABAKAMYI,KADAHO,KABERE,9,1964,36,REGIS AMANI,7,WIDOWED,13,M,9955515088,-2.294363198,29.65059104,RWANDA NYANZA CYABAKAMYI KADAHO KABERE,KADAHOKABERE,NYANZACYABAKAMYI
88,MVO006683483,NDATABAYE,ALEXIS,MURUNGI,NDATABAYE ALEXIS MURUNGI,SOUTH,NYANZA,CYABAKAMYI,KADAHO,KABERE,1,2002,20,REGIS AMANI,4,DIVORCED,4,M,9955515088,-2.294363198,29.65059104,RWANDA NYANZA CYABAKAMYI KADAHO KABERE,KADAHOKABERE,NYANZACYABAKAMYI
88,MZA689090204,REGIS,,AMANI,REGIS  AMANI,SOUTH,NYANZA,CYABAKAMYI,KADAHO,KABERE,1,1962,60,REGIS AMANI,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,1,M,9955515088,-2.294363198,29.65059104,RWANDA NYANZA CYABAKAMYI KADAHO KABERE,KADAHOKABERE,NYANZACYABAKAMYI
89,N1A340193511,IMMACULEE,,,IMMACULEE  ,NORTH,MUSANZE,CYUVE,BUKINANYANA,MWIDAGADURO,9,1974,12,NISAINTHE THEODORE SIBOMANA,6,NEVER MARRIED,1,F,5892109608,-1.49215671,29.66411118,RWANDA MUSANZE CYUVE BUKINANYANA MWIDAGADURO,BUKINANYANAMWIDAGADURO,MUSANZECYUVE
89,N1C374064943,ANNUALITE,,MBABAZI,ANNUALITE  MBABAZI,NORTH,MUSANZE,CYUVE,BUKINANYANA,MWIDAGADURO,,1972,53,NISAINTHE THEODORE SIBOMANA,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,8,F,5892109608,-1.49215671,29.66411118,RWANDA MUSANZE CYUVE BUKINANYANA MWIDAGADURO,BUKINANYANAMWIDAGADURO,MUSANZECYUVE
89,N6M123045352,NISAINTHE,THEODORE,,NISAINTHE THEODORE ,NORTH,MUSANZE,CYUVE,BUKINANYANA,MWIDAGADURO,1,1944,78,NISAINTHE THEODORE SIBOMANA,3,LIVE IN A POLYGAMOUS UNION,9,M,5892109608,-1.49215671,29.66411118,RWANDA MUSANZE CYUVE BUKINANYANA MWIDAGADURO,BUKINANYANAMWIDAGADURO,MUSANZECYUVE
89,NAA350868031,EUGENA,,MUSABYIMANA,EUGENA  MUSABYIMANA,NORTH,MUSANZE,CYUVE,BUKINANYANA,MWIDAGADURO,7,,8,NISAINTHE THEODORE SIBOMANA,,,10,M,5892109608,-1.49215671,29.66411118,RWANDA MUSANZE CYUVE BUKINANYANA MWIDAGADURO,BUKINANYANAMWIDAGADURO,MUSANZECYUVE
91,NEB928709065,RAISSA,,TWAHIRWA,RAISSA  TWAHIRWA,NORTH,MUSANZE,GACACA,KABIRIZI,RUNGU,1,1945,77,PROTAIS SIMBI,4,DIVORCED,13,F,4588441647,-1.497694843,29.67671126,RWANDA MUSANZE GACACA KABIRIZI RUNGU,KABIRIZIRUNGU,MUSANZEGACACA
91,NEU596185690,PROTAIS,,SIMBI,PROTAIS  SIMBI,NORTH,MUSANZE,GACACA,KABIRIZI,RUNGU,11,1940,82,PROTAIS SIMBI,3,LIVE IN A POLYGAMOUS UNION,,M,4588441647,-1.497694843,29.67671126,RWANDA MUSANZE GACACA KABIRIZI RUNGU,KABIRIZIRUNGU,MUSANZEGACACA
91,NG9816166014,HAPPY,,MUHOZA,HAPPY  MUHOZA,NORTH,MUSANZE,GACACA,KABIRIZI,RUNGU,,,32,PROTAIS SIMBI,5,SEPARATED,8,M,4588441647,-1.497694843,29.67671126,RWANDA MUSANZE GACACA KABIRIZI RUNGU,KABIRIZIRUNGU,MUSANZEGACACA
91,NI0191737442,STRATON,,KAMANA,STRATON  KAMANA,NORTH,MUSANZE,GACACA,KABIRIZI,RUNGU,7,2015,7,PROTAIS SIMBI,6,NEVER MARRIED,4,M,4588441647,-1.497694843,29.67671126,RWANDA MUSANZE GACACA KABIRIZI RUNGU,KABIRIZIRUNGU,MUSANZEGACACA
92,NLZ727593275,ESPOIR,,,ESPOIR  ,KIGALI,KICUKIRO,KICUKIRO,NGOMA,AHITEGEYE,3,1960,64,ESPOIR NORBERT,7,WIDOWED,7,M,9621755431,-1.959770741,30.06728094,RWANDA KICUKIRO KICUKIRO NGOMA AHITEGEYE,NGOMAAHITEGEYE,KICUKIROKICUKIRO
92,NQT841989640,DIOCLES,,NIYIBIZI,DIOCLES  NIYIBIZI,KIGALI,KICUKIRO,KICUKIRO,NGOMA,AHITEGEYE,2,2020,2,ESPOIR NORBERT,,,12,M,9621755431,-1.959770741,30.06728094,RWANDA KICUKIRO KICUKIRO NGOMA AHITEGEYE,NGOMAAHITEGEYE,KICUKIROKICUKIRO
92,NTV805202734,BWAMI,,TUYISENGE,BWAMI  TUYISENGE,KIGALI,KICUKIRO,KICUKIRO,NGOMA,AHITEGEYE,2,1970,52,ESPOIR NORBERT,7,WIDOWED,8,M,9621755431,-1.959770741,30.06728094,RWANDA KICUKIRO KICUKIRO NGOMA AHITEGEYE,NGOMAAHITEGEYE,KICUKIROKICUKIRO
93,NX8305091414,GATETE,,NGARAMBE,GATETE  NGARAMBE,NORTH,MUSANZE,KIMONYI,BIRIRA,KADAHENDA,4,1954,68,ANICET MUSONI,3,LIVE IN A POLYGAMOUS UNION,1,M,8765324410,-1.497511309,29.59098936,RWANDA MUSANZE KIMONYI BIRIRA KADAHENDA,BIRIRAKADAHENDA,MUSANZEKIMONYI
93,NXN426802652,ANICET,,MUSONI,ANICET  MUSONI,NORTH,MUSANZE,KIMONYI,BIRIRA,KADAHENDA,10,1926,96,ANICET MUSONI,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,10,M,8765324410,-1.497511309,29.59098936,RWANDA MUSANZE KIMONYI BIRIRA KADAHENDA,BIRIRAKADAHENDA,MUSANZEKIMONYI
93,O4B837302508,VICTOR,,MOHAMED,VICTOR  MOHAMED,NORTH,MUSANZE,KIMONYI,BIRIRA,KADAHENDA,2,1984,40,ANICET MUSONI,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,,M,8765324410,-1.497511309,29.59098936,RWANDA MUSANZE KIMONYI BIRIRA KADAHENDA,BIRIRAKADAHENDA,MUSANZEKIMONYI
93,OAE482894066,PANETTA,,MURENZI,PANETTA  MURENZI,NORTH,MUSANZE,KIMONYI,BIRIRA,KADAHENDA,,,14,ANICET MUSONI,6,NEVER MARRIED,9,M,8765324410,-1.497511309,29.59098936,RWANDA MUSANZE KIMONYI BIRIRA KADAHENDA,BIRIRAKADAHENDA,MUSANZEKIMONYI
94,ODA361845172,MUGABO,,NKURUNZIZA,MUGABO  NKURUNZIZA,WEST,KARONGI,RUBENGERA,BUBAZI,NYAGAHINGA,11,1968,54,THEONESTE DIEU MUHUMUZA,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,12,M,6261476101,-2.072301508,29.43024263,RWANDA KARONGI RUBENGERA BUBAZI NYAGAHINGA,BUBAZINYAGAHINGA,KARONGIRUBENGERA
94,OFE002637174,THEONESTE,DIEU,MUHUMUZA,THEONESTE DIEU MUHUMUZA,WEST,KARONGI,RUBENGERA,BUBAZI,NYAGAHINGA,10,1944,80,THEONESTE DIEU MUHUMUZA,,,9,M,6261476101,-2.072301508,29.43024263,RWANDA KARONGI RUBENGERA BUBAZI NYAGAHINGA,BUBAZINYAGAHINGA,KARONGIRUBENGERA
94,OGQ816772415,NIYONSABA,,MUNAN,NIYONSABA  MUNAN,WEST,KARONGI,RUBENGERA,BUBAZI,NYAGAHINGA,6,1967,55,THEONESTE DIEU MUHUMUZA,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,2,F,6261476101,-2.072301508,29.43024263,RWANDA KARONGI RUBENGERA BUBAZI NYAGAHINGA,BUBAZINYAGAHINGA,KARONGIRUBENGERA
